set_number,name,current_lego_mrp_inr,retailer_mrp,delta,source,url,mbh_storefront_price_context
21330,"Home Alone",27000,34999,7999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21330-ideas-home-alone,34999
10326,"Natural History Museum",27000,34999,7999,Toycra (labeled MRP),https://www.toycra.com/products/lego-10326-icons-natural-history-museum-4014-pieces,31999
75397,"Jabba's Sail Barge",45000,51999,6999,Toycra (labeled MRP),https://www.toycra.com/products/lego-75397-star-wars-jabbas-sail-barge-3943-pieces,51999
76454,"Hogwarts Castle: The Main Tower",23400,29999,6599,Toycra (labeled MRP),https://www.toycra.com/products/lego-76454-harry-potter-hogwarts-castle-the-main-tower-2135-pieces,27499
42215,"Volvo EC500 Hybrid Excavator",38700,44999,6299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42215-technic-volvo-ec500-hybrid-excavator-2359-pieces,44999
76156,"Rise of the Domo",8100,13499,5399,Toycra (labeled MRP),https://www.toycra.com/products/lego-76156-marvel-the-eternals-rise-of-the-domo-1040-pieces,
21063,"Neuschwanstein Castle",25200,30199,4999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21063-architecture-neuschwanstein-castle-3455-pieces,30199
71848,"The Temple Bounty",18000,22899,4899,Toycra (labeled MRP),https://www.toycra.com/products/lego-71848-ninjago-the-temple-bounty-2387-pieces,22899
41745,"Autumn's Horse Stable",5400,9999,4599,Toycra (labeled MRP),https://www.toycra.com/products/lego-41745-friends-autumns-horse-stable-545-pieces,
75416,"Chopper (C1-10P) Astromech Droid",9000,13499,4499,Toycra (labeled MRP),https://www.toycra.com/products/lego-75416-star-wars-chopper-c1-10p-astromech-droid-1039-pieces,12299
71847,"The Guardian Dragon",13500,17999,4499,Toycra (labeled MRP),https://www.toycra.com/products/lego-71847-ninjago-the-guardian-dragon-1650-pieces,16499
10428,"Big Interactive Community Train",12600,16999,4399,Toycra (labeled MRP),https://www.toycra.com/products/lego-10428-duplo-big-interactive-community-train-103-pieces,16999
71051,"Peacock Suit",400,4788,4388,Toycra (labeled MRP),https://www.toycra.com/products/lego-71051-minifigures-animals-series-28-pack-of-12-mini-figures,399
76155,"In Arishem's Shadow",5400,9699,4299,Toycra (labeled MRP),https://www.toycra.com/products/lego-76155-marvel-the-eternals-in-arishems-shadow-493-pieces,
10297,"Boutique Hotel",20700,24999,4299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10297-icons-boutique-hotel,
76294,"The X-Mansion",29700,33899,4199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76294-super-heroes-marvel-x-men-the-x-mansion-3093-pieces,33899
76269,"Avengers Tower",45000,48999,3999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76269-marvel-avengers-tower-5201-pieces,48999
42620,"Olly's and Paisley's Family Homes",9000,12999,3999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42620-friends-olly-and-paisleys-family-houses-1126-pieces,
75398,"C-3PO",12600,16599,3999,Toycra (labeled MRP),https://www.toycra.com/products/lego-75398-star-wars-c-3po-1138-pieces,16599
10325,"Alpine Lodge",9000,12999,3999,Toycra (labeled MRP),https://www.toycra.com/products/lego-10325-icons-alpine-lodge-1517-pieces,
75417,"AT-ST Walker",18000,21899,3899,Toycra (labeled MRP),https://www.toycra.com/products/lego-75417-star-wars-at-st-walker-1513-pieces,
42669,"Beekeepers' House and Flower Garden",8100,11999,3899,Toycra (labeled MRP),https://www.toycra.com/products/lego-42669-friends-beekeepers-house-and-flower-garden-1161-pieces,10999
21347,"Red London Telephone Box",10300,13999,3699,Toycra (labeled MRP),https://www.toycra.com/products/lego-21347-ideas-red-london-telephone-box-1460-pieces,
75408,"Jango Fett Helmet",6300,9999,3699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75408-star-wars-jango-fett-helmet-616-pieces,9099
76976,"Spinosaurus & Quetzalcoatlus Air Mission",14400,17999,3599,Toycra (labeled MRP),https://www.toycra.com/products/lego-76976-jurassic-world-spinosaurus-quetzalcoatlus-air-mission-984-pieces,16499
21348,"Dungeons & Dragons: Red Dragon's Tale",32400,35999,3599,Toycra (labeled MRP),https://www.toycra.com/products/lego-21348-ideas-dungeons-dragons-red-dragons-tale-3745-pieces,
42210,"2 Fast 2 Furious Nissan Skyline GT-R (R34) Car",13400,16999,3599,Toycra (labeled MRP),https://www.toycra.com/products/lego-42210-technic-2-fast-2-furious-nissan-skyline-gt-r-r34-car-1410-pieces,15499
21333,"The Starry Night",15300,18799,3499,Toycra (labeled MRP),https://www.toycra.com/products/lego-21333-ideas-vincent-van-gogh-the-starry-night-2316-pieces,18799
76323,"Avengers: Endgame Final Battle",9000,12499,3499,Toycra (labeled MRP),https://www.toycra.com/products/lego-76323-super-heroes-marvel-avengers-endgame-final-battle-621-pieces,11399
71795,"Temple of the Dragon Energy Cores",8500,11999,3499,Toycra (labeled MRP),https://www.toycra.com/products/lego-71795-ninjago-temple-of-the-dragon-energy-cores-1029-pieces,
75428,"Battle Droid with STAP",12600,15999,3399,Toycra (labeled MRP),https://www.toycra.com/products/lego-75428-star-wars-battle-droid-with-stap-1088-pieces,14499
76324,"Spider-Man vs. Oscorp",12600,15999,3399,Toycra (labeled MRP),https://www.toycra.com/products/lego-76324-super-heroes-marvel-spider-man-vs-oscorp-808-pieces,
10305,"Lion Knights' Castle",36000,39399,3399,Toycra (labeled MRP),https://www.toycra.com/products/lego-10305-icons-lion-knights-castle,
31167,"Haunted Mansion",8100,11499,3399,Toycra (labeled MRP),https://www.toycra.com/products/lego-31167-creator-haunted-mansion-736-pieces,10499
42631,"Adventure Camp Tree House",11700,14999,3299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42631-friends-adventure-camp-tree-house-1128-pieces,
10332,"Medieval Town Square",20700,23999,3299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10332-icons-medieval-town-square-3304-pieces,
76325,"Avengers: Age of Ultron Quinjet",11700,14999,3299,Toycra (labeled MRP),https://www.toycra.com/products/lego-76325-super-heroes-marvel-avengers-age-of-ultron-quinjet-1131-pieces,
31168,"Medieval Horse Knight Castle",11700,14999,3299,Toycra (labeled MRP),https://www.toycra.com/products/lego-31168-creator-medieval-horse-knight-castle-1371-pieces,13699
71846,"The Fire Knight Mech",10800,13999,3199,Toycra (labeled MRP),https://www.toycra.com/products/lego-71846-ninjago-the-fire-knight-mech-996-pieces,12799
60422,"Seaside Harbor with Cargo Ship",9900,12999,3099,Toycra (labeled MRP),https://www.toycra.com/products/lego-60422-city-seaside-harbor-with-cargo-ship-1226-pieces,
42211,"Lunar Outpost Moon Rover Space Vehicle",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42211-technic-lunar-outpost-moon-rover-space-vehicle-1082-pieces,
10340,"Wreath",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-10340-icons-wreath-1194-pieces,10999
76314,"Captain America: Civil War Battle",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76314-marvel-captain-america-civil-war-action-battle-736-pieces,10999
76248,"The Avengers Quinjet",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76248-marvel-the-avengers-quinjet,
71836,"Arc Dragon of Focus",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-71836-ninjago-arc-dragon-of-focus-869-pieces,10999
21352,"Magic of Disney",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21352-ideas-magic-of-disney-1103-pieces,10999
76450,"Book Nook: Hogwarts Express",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76450-harry-potter-book-nook-hogwarts-express-832-pieces,10999
76452,"Quality Quidditch Supplies & Ice Cream Parlour",9000,11999,2999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76452-harry-potter-quality-quidditch-supplies-ice-cream-parlour-795-pieces,10999
76232,"The Hoopty",8100,10999,2899,Toycra (labeled MRP),https://www.toycra.com/products/lego-76232-marvel-the-hoopty-420-pieces,
75638,"Battle at Arlong Park",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-75638-one-pieces-battle-at-arlong-park-926-pieces,9099
76447,"Hogwarts Castle: Flying Lessons",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-76447-harry-potter-hogwarts-castle-flying-lessons-651-pieces,9099
42605,"Mars Space Base and Rocket",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-42605-friends-mars-space-base-and-rocket-981-pieces,
10362,"French Café",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-10362-icons-french-cafe-1101-pieces,9099
43275,"Cinderella's Castle & Horse Carriage",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-43275-disney-cinderellas-castle-horse-carriage-596-pieces,9099
10427,"Interactive Adventure Train",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-10427-duplo-interactive-adventure-train-57-pieces,9999
76295,"The Avengers Helicarrier",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-76295-marvel-the-avengers-helicarrier-509-pieces,
42655,"Restaurant and Cooking School",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-42655-friends-restaurant-and-cooking-school-896-pieces,
76251,"Star-Lord's Helmet",7200,9999,2799,Toycra (labeled MRP),https://www.toycra.com/products/lego-76251-super-heroes-marvel-star-lords-helmet,
21282,"The Parrot Houses",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-21282-minecraft-the-parrot-houses-535-pieces,8199
76250,"Wolverine's Adamantium Claws",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76250-marvel-wolverines-adamantium-claws-596-pieces,
75399,"Rebel U-Wing Starfighter",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75399-star-wars-rebel-u-wing-starfighter-594-pieces,8199
76473,"Hogwarts Castle: East Wing",24300,26999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76473-harry-potter-hogwarts-castle-east-wing-2164-pcs,26999
75351,"Princess Leia (Boushh) Helmet",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75351-star-wars-princess-leia-boushh-helmet-670-pieces,
71832,"Thunderfang Dragon of Chaos",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-71832-ninjago-thunderfang-dragon-of-chaos-668-pieces,8199
75402,"ARC-170 Starfighter",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75402-star-wars-arc-170-starfighter-497-pieces,8199
75406,"Kylo Ren's Command Shuttle",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75406-star-wars-kylo-rens-command-shuttle-386-pieces,8199
75405,"Home One Starcruiser",6300,8999,2699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75405-star-wars-home-one-starcruiser-559-pieces,8199
21367,"Tintin Moon Rocket",14400,16999,2599,Toycra (labeled MRP),https://www.toycra.com/products/lego-21367-ideas-tintin-moon-rocket-1283-pieces,16999
31220,"Claude Monet – Bridge over a Pond of Water Lilies",22500,19999,-2501,Toycra (labeled MRP),https://www.toycra.com/products/lego-31220-art-claude-monet-bridge-over-a-pond-of-water-lilies-3179-pieces,19999
10309,"Succulents",4500,6999,2499,Toycra (labeled MRP),https://www.toycra.com/products/lego-10309-icons-succulents,
43300,"Winnie the Pooh",13500,15999,2499,Toycra (labeled MRP),https://www.toycra.com/products/lego-43300-disney-winnie-the-pooh-1399-pieces,15999
77078,"Mecha Team Leader",22500,24999,2499,Toycra (labeled MRP),https://www.toycra.com/products/lego-77078-fortnite-mecha-team-leader-2503-pieces,22899
21342,"The Insect Collection",7200,9699,2499,Toycra (labeled MRP),https://www.toycra.com/products/lego-21342-ideas-the-insect-collection,
71870,"The Twin Titan Mechs",12600,14999,2399,Toycra (labeled MRP),https://www.toycra.com/products/lego-71870-ninjago-the-twin-titan-mechs-1707-pcs,14999
42170,"Kawasaki Ninja H2 Motorcycle",7600,9999,2399,Toycra (labeled MRP),https://www.toycra.com/products/lego-42170-technic-kawasaki-ninja-h2r-motorcycle-643-pieces,9099
10317,"Land Rover Classic Defender 90",21600,23999,2399,Toycra (labeled MRP),https://www.toycra.com/products/lego-10317-icons-land-rover-classic-defender-90-2336-pieces,
11376,"Ford Model T",11700,13999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-11376-icons-ford-model-t-1060-pieces,13999
71860,"Lloyd's Titan Mech 15th Anniversary",11700,13999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-71860-ninjago-lloyds-titan-mech-15th-anniversary-1293-pieces,13999
71869,"Land Bounty",11700,13999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-71869-ninjago-land-bounty-1214-pcs,13999
76344,"Iron Man Mark 3 Collectors' Edition",11700,13999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-76344-super-heroes-marvel-iron-man-mark-3-collectors-edition-1297-pieces,13999
10367,"The Lord of the Rings: Balrog Book Nook",11700,13999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10367-icons-the-lord-of-the-rings-balrog-book-nook-1201-pieces,12799
42664,"Travel Boat Adventure",6700,8999,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42664-friends-travel-boat-adventure-685-pieces,8199
41727,"Dog Rescue Center",5400,7699,2299,Toycra (labeled MRP),https://www.toycra.com/products/lego-41727-friends-dog-rescue-center-617-pieces,
71813,"Wolf Mask Shadow Dojo",10800,12999,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-71813-ninjago-wolf-mask-shadow-dojo-1190-pieces,11899
43262,"Maleficent's and Cruella de Vil's Dresses",6300,8499,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-43262-disney-classic-maleficents-and-cruella-de-vils-dresses-524-pieces,7749
60330,"Hospital",10800,12999,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-60330-my-city-hospital,
76458,"Thestral Family",6300,8499,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76458-harry-potter-thestral-family-548-pieces,7749
42206,"Oracle Red Bull Racing RB20 F1 Car",20700,22899,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-42206-technic-oracle-red-bull-racing-rb20-f1-car-1639-pieces,22899
76329,"Miles Morales' Mask",6300,8499,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76329-super-heroes-marvel-miles-morales-mask-487-pieces,
42654,"Pony Ranch & Stable",6300,8499,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-42654-friends-pony-ranch-stable-727-pieces,7749
42207,"Ferrari SF-24 F1 Car",20700,22899,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-42207-technic-ferrari-sf-24-f1-car-1361-pieces,22899
21061,"Notre-Dame de Paris",20700,22899,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-21061-architecture-notre-dame-de-paris-4383-pieces,22899
71819,"Dragon Stone Shrine",10800,12999,2199,Toycra (labeled MRP),https://www.toycra.com/products/lego-71819-ninjago-dragon-stone-shrine-1212-pieces,11899
76973,"Raptor & Titanosaurus Tracking Mission",9900,11999,2099,Toycra (labeled MRP),https://www.toycra.com/products/lego-76973-jurassic-world-raptor-titanosaurus-tracking-mission-582-pieces,10999
71845,"Lloyd’s Jet Mech",9900,11999,2099,Toycra (labeled MRP),https://www.toycra.com/products/lego-71845-ninjago-lloyd-s-jet-mech-1112-pieces,10999
10328,"Bouquet of Roses",5400,7499,2099,Toycra (labeled MRP),https://www.toycra.com/products/lego-10328-icons-bouquet-of-roses-822-pieces,6849
76316,"Fantastic Four vs. Galactus Construction Figure",5400,7499,2099,Toycra (labeled MRP),https://www.toycra.com/products/lego-76316-super-heroes-marvel-fantastic-four-vs-galactus-construction-figure-427-pieces,6849
76315,"Iron Man's Laboratory: Hall of Armor",4900,6999,2099,Toycra (labeled MRP),https://www.toycra.com/products/lego-76315-super-heroes-marvel-iron-mans-laboratory-hall-of-armor-384pieces,6399
71844,"Ninja Combat Vehicle",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-71844-ninjago-ninja-combat-vehicle-561-pieces,9999
21270,"The Mooshroom House",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21270-minecraft-the-mooshroom-house-500-pieces,5949
42671,"Plant Café & Flower Shop",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42671-friends-plant-caf-flower-shop-1138-pieces,9999
10359,"Fountain Garden",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-10359-icons-fountain-garden-1302-pieces,10999
76474,"Hogwarts Herbology Plants",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76474-harry-potter-hogwarts-herbology-plants-pcs-817,10999
21349,"Tuxedo Cat",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21349-ideas-tuxedo-cat-1710-pieces,10999
71438,"Super Mario World: Mario & Yoshi",11700,13699,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-71438-super-mario-super-mario-world-mario-yoshi-1215-pieces,13699
76311,"Miles Morales vs. the Spot",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76311-marvel-spider-verse-miles-morales-vs-the-spot-375-pieces,5949
42173,"Koenigsegg Jesko Absolut Grey Hypercar",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42173-technic-koenigsegg-jesko-absolut-grey-hypercar-801-pieces,5949
42157,"John Deere 948L-II Skidder",18000,19999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42157-technic-john-deere-948l-ii-skidder-1492-pieces,
60508,"Police Train Heist",18000,19999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-60508-city-police-train-heist-1313-pieces,19999
43269,"101 Dalmatians Puppy",13500,15499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-43269-disney-101-dalmatians-puppy-1722-pieces,15499
71872,"Ultra Dragon Battle",18000,19999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-71872-ninjago-ultra-dragon-battle-2178-pcs,19999
11504,"Peace Lily",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-11504-botanicals-peace-lily-474-pieces,6499
60469,"Central Train Station",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-60469-city-central-train-station-752-pieces,9999
31213,"Mona Lisa",9000,10999,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-31213-art-mona-lisa-1503-pieces,10999
42184,"Koenigsegg Jesko Absolut White Hypercar",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42184-technic-koenigsegg-jesko-absolut-white-hypercar-801-pieces,
76786,"Morticia's Cottage",9900,11899,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-76786-wednesday-morticias-cottage-1002-pieces,
42151,"Bugatti Bolide",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-42151-technic-bugatti-bolide,5949
21350,"Jaws",13500,15499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-21350-ideas-jaws-1497-pieces,15499
75384,"The Crimson Firehawk",4500,6499,1999,Toycra (labeled MRP),https://www.toycra.com/products/lego-75384-star-wars-the-crimson-firehawk-136-pieces,5949
31214,"LOVE",7200,9099,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-31214-art-love-791-pieces,9099
60467,"Heavy-Duty Recovery Tow Truck with Crane",8100,9999,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-60467-city-heavy-duty-recovery-tow-truck-with-crane-793-pieces,9099
21596,"Evoker Village Attack",8100,9999,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-21596-minecraft-evoker-village-attack-607-pieces,9999
11375,"Ferrari F2004 & Michael Schumacher",8100,9999,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-11375-icons-ferrari-f2004-michael-schumacher-735-pieces,9999
71868,"Wyldfyre's Transforming Dragon Mech",8100,9999,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-71868-ninjago-wyldfyres-transforming-dragon-mech-821-pcs,9999
76327,"Iron Man MK4 Bust",5400,7299,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-76327-super-heroes-marvel-iron-man-mk4-bust-436-pieces,6649
43268,"Lilo and Stitch Beach House",8100,9999,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-43268-disney-lilo-and-stitch-beach-house-834-pieces,9099
21355,"The Evolution of STEM",7200,9099,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-21355-ideas-the-evolution-of-stem-879-pieces,9099
43237,"Isabela's Flowerpot",3600,5499,1899,Toycra (labeled MRP),https://www.toycra.com/products/lego-43237-disney-isabelas-flowerpot-641-pieces,
75380,"Mos Espa Podrace",7200,8999,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-75380-star-wars-mos-espa-podrace-diorama-718-pieces,
60472,"Scrapyard with Cars",7200,8999,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-60472-city-scrapyard-with-cars-871-pieces,8199
71843,"Rogue's Mech Dragon Rider",6700,8499,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-71843-ninjago-rogues-mech-dragon-rider-584-pieces,7749
10941,"Mickey & Minnie Birthday Train",2700,4499,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-10941-duplo-mickey-minnie-birthday-train-22-pieces,4099
60444,"F1 Garage & Mercedes-AMG & Alpine Cars",7200,8999,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-60444-city-f1-garage-mercedes-amg-alpine-cars-678-pieces,8199
75376,"Tantive IV",7200,8999,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-75376-star-wars-tantive-iv-654-pieces,
11511,"Water Lilies",2700,4499,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-11511-botanicals-water-lilies-259-pieces,4499
42160,"Audi RS Q e-tron",16200,17999,1799,Toycra (labeled MRP),https://www.toycra.com/products/lego-42160-technic-audi-rs-q-e-tron,17999
11373,"The Lord of the Rings: Sauron's Helmet",6300,7999,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-11373-icons-the-lord-of-the-rings-saurons-helmet-538-pieces,7999
60371,"Emergency Vehicles HQ",6300,7999,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-city-60371-emergency-vehicles-hq,
76466,"Sorcerer's Stone – Collectors' Edition",15300,16999,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76466-harry-potter-sorcerers-stone-collectors-edition-1571-pieces,16999
42652,"Friendship Tree House Hangout",6300,7999,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-42652-friends-friendship-tree-house-hangout-701-pieces,7299
10373,"Mini Bonsai Trees",5800,7499,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-10373-botanicals-mini-bonsai-trees-709-pieces,6849
60316,"Police Station",6300,7999,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60316-city-police-station,7299
76965,"Dinosaur Missions: Stegosaurus Discovery",5800,7499,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76965-jurassic-world-dinosaur-missions-stegosaurus-discovery-420-pieces,
75381,"Droideka",5800,7499,1699,Toycra (labeled MRP),https://www.toycra.com/products/lego-75381-star-wars-droideka-583-pieces,
31171,"Wild Animals: Majestic Rhino with Birds",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-31171-creator-wild-animals-majestic-rhino-with-birds-780-pieces,6399
42204,"Fast and Furious Toyota Supra MK4",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-42204-technic-fast-and-furious-toyota-supra-mk4-810-pieces,6399
42217,"Chevrolet Corvette Stingray Blue",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-42217-technic-chevrolet-corvette-stingray-blue-732-pieces,6399
60420,"Yellow Construction Excavator",4900,6499,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-60420-city-yellow-construction-excavator-633-pieces,
21262,"The Windmill Farm",4900,6499,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-21262-minecraft-the-windmill-farm-462-pieces,5949
10313,"Wildflower Bouquet",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-10313-icons-wildflower-bouquet,6399
76449,"Chomping Monster Book of Monsters",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-76449-harry-potter-chomping-monster-book-of-monsters-518-pieces,6399
76974,"Brick-Built Mosasaurus Boat Mission",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-76974-jurassic-world-brick-built-mosasaurus-boat-mission-858-pieces,6399
43270,"Moana's Adventure Canoe",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-43270-disney-moanas-adventure-canoe-529-pieces,6399
31166,"Beautiful Horse",4900,6499,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-31166-creator-beautiful-horse-685-pieces,5949
76427,"Buckbeak",5400,6999,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-76427-harry-potter-buckbeak-723-pieces,
75385,"Ahsoka Tano's Duel on Peridea",4900,6499,1599,Toycra (labeled MRP),https://www.toycra.com/products/lego-75385-star-wars-ahsoka-tanos-duel-on-peridea-382-pieces,5949
